"Date and time","SMV340200 - Total CPU Power (W, Total over last 15 min) (W)","SMV340201 - Total CPU Power (W, Total over last 15 min) (W)","SMV340202 - Total CPU Power (W, Total over last 15 min) (W)","SMV340203 - Total CPU Power (W, Total over last 15 min) (W)","SMV340204 - Total CPU Power (W, Total over last 15 min) (W)","SMV340205 - Total CPU Power (W, Total over last 15 min) (W)","SMV340206 - Total CPU Power (W, Total over last 15 min) (W)","SMV340207 - Total CPU Power (W, Total over last 15 min) (W)","SMV340208 - Total CPU Power (W, Total over last 15 min) (W)","SMV340209 - Total CPU Power (W, Total over last 15 min) (W)","SMV340210 - Total CPU Power (W, Total over last 15 min) (W)","SMV340211 - Total CPU Power (W, Total over last 15 min) (W)","SMV340212 - Total CPU Power (W, Total over last 15 min) (W)","SMV340213 - Total CPU Power (W, Total over last 15 min) (W)","SMV340230 - Total CPU Power (W, Total over last 15 min) (W)","SMV340232 - Total CPU Power (W, Total over last 15 min) (W)","SMV340233 - Total CPU Power (W, Total over last 15 min) (W)","SMV340234 - Total CPU Power (W, Total over last 15 min) (W)","SMV340262 - Total CPU Power (W, Total over last 15 min) (W)","SMV340263 - Total CPU Power (W, Total over last 15 min) (W)","idrac-9DQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-BDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-CDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-DDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)","idrac-FDQGPV3 - Total CPU Power (W, Total over last 15 min) (W)"
"2025-06-10T19:45:00-03:00","","","","","","524.41579","","","","554.518324","","","","","","440.333333","","","","","","559.110527","537.652631","515.845212",""
"2025-06-10T20:00:00-03:00","","","","","","539.949821","","","","566.510567","","","","","","469.055556","","","","","","557.321052","539.740277","520.28421",""
"2025-06-10T20:15:00-03:00","","","","","","567.785078","","","","522.360582","","","","","","497.345679","","","","","","582.657894","551.431579","559.78421",""
"2025-06-10T20:30:00-03:00","","","","","","589.093116","","","","538.394737","","","","","","490.607362","","","","","","568.26662","547.231579","540.430443",""
"2025-06-10T20:45:00-03:00","","","","","","580.111017","","","","540.405263","","","","","","532.574074","","","","","","566.357894","547.894737","525.359789",""
"2025-06-10T21:00:00-03:00","","","","","","577.110527","","","","556.249501","","","","","","558.615853","","","","","","567.310774","545.136842","517.173684",""
"2025-06-10T21:15:00-03:00","","","","","","585.152631","","","","544.321052","","","","","","578.717791","","","","","","561.27532","547.721052","517.51579",""
"2025-06-10T21:30:00-03:00","","","","","","571.48421","","","","571.556654","","","","","","608.481481","","","","","","555.61579","541.466953","514.334293",""
"2025-06-10T21:45:00-03:00","","","","","","582.305263","","","","574.903438","","","","","","525.833333","","","","","","565.171662","540.21579","510.057894",""
"2025-06-10T22:00:00-03:00","","","","","","599.578948","","","","569.879076","","","","","","485.135802","","","","","","564.199851","544.047369","515.178948",""
"2025-06-10T22:15:00-03:00","","","","","","591.947369","","","","555.504627","","","","","","491.660493","","","","","","564.343157","542.863407","516.768421",""
"2025-06-10T22:30:00-03:00","","","","","","584.71579","","","","556.989473","","","","","","498.654321","","","","","","566.810527","532.752631","521.431579",""
"2025-06-10T22:45:00-03:00","","","","","","589.930449","","","","558.031523","","","","","","499.277778","","","","","","599.737228","536.552631","533.73385",""
"2025-06-10T23:00:00-03:00","","","","","","575.11016","","","","558.752631","","","","","","526.790123","","","","","","595.598617","539.369386","550.203862",""
"2025-06-10T23:15:00-03:00","","","","","","576.51579","","","","543.952631","","","","","","520.981818","","","","","","557.505263","542.459839","518.516862",""
"2025-06-10T23:30:00-03:00","","","","","","580.105263","","","","554.168421","","","","","","477.312883","","","","","","563.573684","545.357894","517.373684",""
"2025-06-10T23:45:00-03:00","","","","","","569.267016","","","","547.042106","","","","","","509.055901","","","","","","589.066178","540.6","520.833546",""
"2025-06-11T00:00:00-03:00","","","","","","571.138248","","","","564.052577","","","","","","507.82716","","","","","","577.18421","537.945263","532.613757",""
"2025-06-11T00:15:00-03:00","","","","","","557.705263","","","","559.458171","","","","","","526.475309","","","","","","580.647369","536.078948","578.873684",""
"2025-06-11T00:30:00-03:00","","","","","","488.873684","","","","522.289473","","","","","","488.723927","","","","","","572.492881","532.81579","565.873684",""
"2025-06-11T00:45:00-03:00","","","","","","488.963158","","","","535.005263","","","","","","475.75","","","","","","566.036842","529.777778","536.96269",""
"2025-06-11T01:00:00-03:00","","","","","","491.052631","","","","560.48421","","","","","","444.460122","","","","","","568.300194","529.663158","521.015593",""
"2025-06-11T01:15:00-03:00","","","","","","501.71579","","","","523.578948","","","","","","431.537037","","","","","","573.996317","516.868421","510.868421",""
"2025-06-11T01:30:00-03:00","","","","","","515.91579","","","","526.497784","","","","","","488.203703","","","","","","554.989418","515.494044","511.878892",""
"2025-06-11T01:45:00-03:00","","","","","","530.389473","","","","531.376304","","","","","","461.290123","","","","","","553.668421","504.238096","504.746731",""
"2025-06-11T02:00:00-03:00","","","","","","545.536842","","","","534.996718","","","","","","463.165644","","","","","","561.019207","504.215907","499.463158",""
"2025-06-11T02:15:00-03:00","","","","","","545.842106","","","","531.083752","","","","","","468.45122","","","","","","579.242207","508.516926","505.691911",""
"2025-06-11T02:30:00-03:00","","","","","","545.210527","","","","544.754366","","","","","","421.006134","","","","","","559.647369","504.529037","503.1",""
"2025-06-11T02:45:00-03:00","","","","","","548.079637","","","","526.105263","","","","","","400.398773","","","","","","553.278948","503.178948","506.337369",""
"2025-06-11T03:00:00-03:00","","","","","","552.463577","","","","506.089473","","","","","","414.588957","","","","","","563.221052","500.820106","506.028091",""
"2025-06-11T03:15:00-03:00","","","","","","548.01579","","","","498.821052","","","","","","426.164634","","","","","","571.386538","501.210527","506.794737",""
"2025-06-11T03:30:00-03:00","","","","","","557.963241","","","","511.594737","","","","","","429.355828","","","","","","562.486244","496.094737","508.721439",""
"2025-06-11T03:45:00-03:00","","","","","","561.4","","","","511.71579","","","","","","410.355828","","","","","","552.2","495.089473","509.940639",""
"2025-06-11T04:00:00-03:00","","","","","","559.5","","","","519.542106","","","","","","413.685186","","","","","","559.247369","498.386243","507.926316",""
"2025-06-11T04:15:00-03:00","","","","","","558.731579","","","","499.963158","","","","","","413.213414","","","","","","575.889473","496.757894","505.552243",""
"2025-06-11T04:30:00-03:00","","","","","","555.831579","","","","504.236842","","","","","","431.668711","","","","","","572.962577","486.412699","502.068421",""
"2025-06-11T04:45:00-03:00","","","","","","570.321052","","","","501.121052","","","","","","448.576687","","","","","","588.052631","503.926316","545.424442",""
"2025-06-11T05:00:00-03:00","","","","","","527.661376","","","","505.471838","","","","","","467.358024","","","","","","578.052631","504.345164","541.054866",""
"2025-06-11T05:15:00-03:00","","","","","","468.831579","","","","506.018273","","","","","","460.619632","","","","","","594.363434","492.164974","516.768421",""
"2025-06-11T05:30:00-03:00","","","","","","465.273684","","","","492.11579","","","","","","477.689441","","","","","","564.821052","486.063158","518.177729",""
"2025-06-11T05:45:00-03:00","","","","","","475.870543","","","","505.910527","","","","","","475.773007","","","","","","577.767479","501.452631","526.7",""
"2025-06-11T06:00:00-03:00","","","","","","498.773003","","","","525.473684","","","","","","474.018519","","","","","","562.481481","495.497119","513.072106",""
"2025-06-11T06:15:00-03:00","","","","","","501.463158","","","","500.105263","","","","","","453.475309","","","","","","567.528796","503.421052","507.084147",""
"2025-06-11T06:30:00-03:00","","","","","","517.61579","","","","516.547369","","","","","","445.402439","","","","","","558.89752","487.981262","505.529237",""
"2025-06-11T06:45:00-03:00","","","","","","529.255872","","","","512.705263","","","","","","430.939759","","","","","","556.168421","486.989376","509.023838",""
"2025-06-11T07:00:00-03:00","","","","","","545.763158","","","","500.326316","","","","","","451.121951","","","","","","556.589473","488.973684","505.312169",""
"2025-06-11T07:15:00-03:00","","","","","","550.197713","","","","504.462441","","","","","","461.82716","","","","","","574.331579","486.779967","512.852631",""
"2025-06-11T07:30:00-03:00","","","","","","548.550773","","","","498.882002","","","","","","432.658386","","","","","","562.179747","485.756737","509.794737",""
"2025-06-11T07:45:00-03:00","","","","","","546.113426","","","","491.706189","","","","","","406.656442","","","","","","559.189422","496.021052","507.457894",""
"2025-06-11T08:00:00-03:00","","","","","","551.594737","","","","484.977401","","","","","","441.558282","","","","","","557.143102","490.573796","512.455027",""
"2025-06-11T08:15:00-03:00","","","","","","549.805263","","","","500.910527","","","","","","436.598766","","","","","","567.021164","499.073684","503.689473",""
"2025-06-11T08:30:00-03:00","","","","","","545.9","","","","503.81579","","","","","","403.981596","","","","","","552.168421","489.674072","505.841307",""
"2025-06-11T08:45:00-03:00","","","","","","543.920527","","","","524.239873","","","","","","399.736197","","","","","","549.521052","484.910527","504.519382",""
"2025-06-11T09:00:00-03:00","","","","","","547.352631","","","","498.821052","","","","","","426.567901","","","","","","550.680849","491.494266","505.410527",""
"2025-06-11T09:15:00-03:00","","","","","","549.221052","","","","494.847369","","","","","","428.067484","","","","","","566.572004","494.647369","508.04927",""
"2025-06-11T09:30:00-03:00","","","","","","551.378948","","","","498.736842","","","","","","431.493827","","","","","","551.51579","542.971828","504.247628",""
"2025-06-11T09:45:00-03:00","","","","","","547.378948","","","","492.663543","","","","","","421.496932","","","","","","548.418504","511.219748","505.742106",""
"2025-06-11T10:00:00-03:00","","","","","","537.347533","","","","494.652689","","","","","","468.595092","","","","","","552.168421","487.537999","510.647369",""
"2025-06-11T10:15:00-03:00","","","","","","471.078948","","","","543.757344","","","","","","471.425926","","","","","","556.40615","500.08421","506.280877",""
"2025-06-11T10:30:00-03:00","","","","","","488.942106","","","","515.066792","","","","","","459.777778","","","","","","551.194737","504.847369","514.53832",""
"2025-06-11T10:45:00-03:00","","","","","","500.642106","","","","503.790926","","","","","","452.75","","","","","","545.421052","494.617002","505.073684",""
"2025-06-11T11:00:00-03:00","","","","","","515.01579","","","","502.68421","","","","","","483.748467","","","","","","549.539058","489.766406","513.089473",""
"2025-06-11T11:15:00-03:00","","","","","","530.549821","","","","506.75097","","","","","","479.359756","","","","","","590.866697","500.613757","531.0641",""
"2025-06-11T11:30:00-03:00","","","","","","549.650262","","","","495.920162","","","","","","477.04908","","","","","","546.315088","496.663158","512.61579",""
"2025-06-11T11:45:00-03:00","","","","","","561.073299","","","","492.225896","","","","","","450.687117","","","","","","541.763158","503.378948","511.645347",""
"2025-06-11T12:00:00-03:00","","","","","","564.411298","","","","494.736842","","","","","","480.611111","","","","","","545.39349","504.465609","513.331579",""
"2025-06-11T12:15:00-03:00","","","","","","546.978948","","","","510.942106","","","","","","482.524691","","","","","","545.463158","513.473684","511.091219",""
"2025-06-11T12:30:00-03:00","","","","","","483.252631","","","","512.153439","","","","","","480.403727","","","","","","542.068783","508.82447","511.173684",""
"2025-06-11T12:45:00-03:00","","","","","","485.126977","","","","506.668421","","","","","","476.871166","","","","","","541.426316","518.093813","511.210527",""
"2025-06-11T13:00:00-03:00","","","","","","489.429984","","","","506.74172","","","","","","455.697531","","","","","","547.373684","531.6","514.231469",""
"2025-06-11T13:15:00-03:00","","","","","","504.960367","","","","514.939387","","","","","","473.754601","","","","","","545.465124","537.973684","510.474902",""
"2025-06-11T13:30:00-03:00","","","","","","525.183039","","","","523.88421","","","","","","480.148148","","","","","","542.510527","538.756613","512.400392",""
"2025-06-11T13:45:00-03:00","","","","","","539.431579","","","","521.978836","","","","","","496.2","","","","","","546.439529","537.194737","520.954739",""
"2025-06-11T14:00:00-03:00","","","","","","561.536842","","","","527.231579","","","","","","479.901234","","","","","","572.036842","544.178948","527.531579",""
"2025-06-11T14:15:00-03:00","","","","","","576.57651","","","","532.28421","","","","","","469.239263","","","","","","565.684404","549.826316","514.662469",""
"2025-06-11T14:30:00-03:00","","","","","","","","","","539.310527","","","","","","","","","","","","","","",""
"2025-06-11T14:45:00-03:00","","","","","","","","","","546.894737","","","","","","","","","","","","","","",""
"2025-06-11T15:00:00-03:00","","","","","","601.1503","","","","544.873684","","","","","","453.239263","","","","","","566.747369","545.67856","509.389782",""
"2025-06-11T15:15:00-03:00","","","","","","590.694737","","","","536.010527","","","","","","497.134969","","","","","","562.489473","550.110527","499.560847",""
"2025-06-11T15:30:00-03:00","","","","","","589.647617","","","","","","","","","","478.253087","","","","","","564.313102","547.440369","503.273684",""
"2025-06-11T15:45:00-03:00","","","","","","570.077092","","","","","","","","","","453.487654","","","","","","571.410527","542.944714","502.30144",""
"2025-06-11T16:00:00-03:00","","","","","","524.926316","","","","541.91579","","","","","","448.546583","","","","","","565.081108","534.836551","505.578948",""
"2025-06-11T16:15:00-03:00","","","","","","517.146211","","","","536.9","","","","","","450.641976","","","","","","568.5","533.18421","508.145152",""
"2025-06-11T16:30:00-03:00","","","","","","515.274453","","","","548.615263","","","","","","461.279503","","","","","","568.232984","513.843897","507.863158",""
"2025-06-11T16:45:00-03:00","","","","","","524.673684","","","","545.3","","","","","","441.619632","","","","","","565.653858","518.35181","508.267701",""
"2025-06-11T17:00:00-03:00","","","","","","539.047369","","","","540.452631","","","","","","445.5","","","","","","565.37037","514.46781","504.18562",""
"2025-06-11T17:15:00-03:00","","","","","","555.626316","","","","561.836842","","","","","","453.822086","","","","","","563.112476","520.934041","499.41579",""
"2025-06-11T17:30:00-03:00","","","","","","570.582243","","","","548.674539","","","","","","430.123457","","","","","","565.457894","514.726316","501.649214",""
"2025-06-11T17:45:00-03:00","","","","","","580.694737","","","","540.550919","","","","","","422.515151","","","","","","572.8558","511.941799","507.340259",""
"2025-06-11T18:00:00-03:00","","","","","","576.052631","","","","542.057591","","","","","","428.658386","","","","","","570.588714","512.386243","502.978948",""
"2025-06-11T18:15:00-03:00","","","","","","582.73822","","","","544.631882","","","","","","445.341463","","","","","","563.6","520.189473","506.037037",""
"2025-06-11T18:30:00-03:00","","","","","","596.167043","","","","541.378948","","","","","","447.269939","","","","","","565.99267","516.603087","501.573684",""
"2025-06-11T18:45:00-03:00","","","","","","579.278948","","","","538.938837","","","","","","447.104294","","","","","","562.673646","518.776859","504.068783",""
"2025-06-11T19:00:00-03:00","","","","","","583.640204","","","","537.6","","","","","","455.703703","","","","","","566.597883","521.047369","505.010831",""
"2025-06-11T19:15:00-03:00","","","","","","590.824422","","","","535.900523","","","","","","470.291926","","","","","","567.573684","526.994987","506.484268",""
"2025-06-11T19:30:00-03:00","","","","","","540.510527","","","","529.420529","","","","","","472.351852","","","","","","568.047369","519.247369","504.957894",""
"2025-06-11T19:45:00-03:00","","","","","","510.863158","","","","535.272251","","","","","","444.37037","","","","","","562.780352","521.227618","501.063158",""
"2025-06-11T20:00:00-03:00","","","","","","513.552631","","","","544.127749","","","","","","451.527608","","","","","","562.333929","522.952631","507.505263",""
"2025-06-11T20:15:00-03:00","","","","","","541.713434","","","","551.478948","","","","","","466.97546","","","","","","590.628073","534.701322","544.465817",""
"2025-06-11T20:30:00-03:00","","","","","","558.521052","","","","547.5","","","","","","438.469136","","","","","","584.447369","532.151859","532.294737",""
"2025-06-11T20:45:00-03:00","","","","","","566.805263","","","","544.268421","","","","","","472.012196","","","","","","586.481302","532.489473","518.41579",""
"2025-06-11T21:00:00-03:00","","","","","","583.831579","","","","545.969992","","","","","","496","","","","","","581.410527","532.710527","506.052631",""
"2025-06-11T21:15:00-03:00","","","","","","592.536842","","","","547.282566","","","","","","508.895062","","","","","","562.253458","527.198477","504.22133",""
"2025-06-11T21:30:00-03:00","","","","","","586.705263","","","","572.797291","","","","","","489.969512","","","","","","557.232913","528.068783","498.680628",""
"2025-06-11T21:45:00-03:00","","","","","","587.405263","","","","555.454436","","","","","","456.506173","","","","","","552.989418","529.147369","506.534391",""
"2025-06-11T22:00:00-03:00","","","","","","585.168421","","","","549.405263","","","","","","444.503068","","","","","","554.910053","527.831579","500.652631",""
"2025-06-11T22:15:00-03:00","","","","","","582.478948","","","","535.826316","","","","","","452.331289","","","","","","555.768421","526.263659","495.507937",""
"2025-06-11T22:30:00-03:00","","","","","","582.242106","","","","532.17277","","","","","","471.814814","","","","","","557.835623","525.1","504.486772",""
"2025-06-11T22:45:00-03:00","","","","","","586.328042","","","","540.01579","","","","","","463.496932","","","","","","549.347369","522.426316","494.294737",""
"2025-06-11T23:00:00-03:00","","","","","","589.710527","","","","542.800083","","","","","","443.576687","","","","","","552.190477","513.21579","499.073684",""
"2025-06-11T23:15:00-03:00","","","","","","580.710527","","","","541.205263","","","","","","444.234568","","","","","","559.331579","497.60846","497.168421",""
"2025-06-11T23:30:00-03:00","","","","","","585.763158","","","","535.378948","","","","","","427.796297","","","","","","552.394407","497.140044","491.121052",""
"2025-06-11T23:45:00-03:00","","","","","","579.543262","","","","534.812521","","","","","","415.54878","","","","","","548.817866","489.439153","497.953269",""
"2025-06-12T00:00:00-03:00","","","","","","580.625881","","","","540.947369","","","","","","458.18125","","","","","","550.888889","494.647369","497.973578",""
"2025-06-12T00:15:00-03:00","","","","","","582.719083","","","","544.505263","","","","","","471.429448","","","","","","574.910527","503.573684","559.43144",""
"2025-06-12T00:30:00-03:00","","","","","","583.973684","","","","517.463379","","","","","","456.302469","","","","","","570.468421","504.329336","552.963158",""
"2025-06-12T00:45:00-03:00","","","","","","575.521052","","","","516.491912","","","","","","478.84375","","","","","","559.752631","503.157894","517.989418",""
"2025-06-12T01:00:00-03:00","","","","","","582.755374","","","","525.294737","","","","","","470.006134","","","","","","558.265721","506.542106","514.063158",""
"2025-06-12T01:15:00-03:00","","","","","","576.342106","","","","524.91579","","","","","","476.527608","","","","","","564.891443","506.621052","517.495069",""
"2025-06-12T01:30:00-03:00","","","","","","576.878948","","","","513.81579","","","","","","416.693251","","","","","","558.057323","501.245374","509.002592",""
"2025-06-12T01:45:00-03:00","","","","","","576.182612","","","","508.830688","","","","","","400.512196","","","","","","557.079366","501.231579","497.000013",""
"2025-06-12T02:00:00-03:00","","","","","","576.220851","","","","528.794737","","","","","","407.588957","","","","","","553.747369","505.58421","497.368421",""
"2025-06-12T02:15:00-03:00","","","","","","568.357178","","","","564.857143","","","","","","403.515338","","","","","","569.357894","504.718864","496.744044",""
"2025-06-12T02:30:00-03:00","","","","","","567.638722","","","","548.9","","","","","","403.95679","","","","","","558.294737","491.436842","492.510527",""
"2025-06-12T02:45:00-03:00","","","","","","568.231579","","","","564.052631","","","","","","404.460122","","","","","","555.989473","475.265457","493.642106",""
"2025-06-12T03:00:00-03:00","","","","","","570.11116","","","","550.529071","","","","","","416.134969","","","","","","557.42626","477.3","496.38759",""
"2025-06-12T03:15:00-03:00","","","","","","581.626901","","","","498.259314","","","","","","444.117284","","","","","","583.301588","504.226701","545.263158",""
"2025-06-12T03:30:00-03:00","","","","","","571.732984","","","","502.315493","","","","","","444.441718","","","","","","572.110527","488.148561","520.496122",""
"2025-06-12T03:45:00-03:00","","","","","","565.4407","","","","495.996417","","","","","","441.475309","","","","","","563.931579","480.153439","494.857894",""
"2025-06-12T04:00:00-03:00","","","","","","564.057894","","","","496.310527","","","","","","433.656442","","","","","","564.310167","482.231579","494.463158",""
"2025-06-12T04:15:00-03:00","","","","","","562.494737","","","","506.868421","","","","","","471.398773","","","","","","570.431579","489.563158","496.56787",""
"2025-06-12T04:30:00-03:00","","","","","","561.138716","","","","496.930887","","","","","","442.92638","","","","","","565.18421","481.1","489.539831",""
"2025-06-12T04:45:00-03:00","","","","","","560.78421","","","","476.71579","","","","","","457.555556","","","","","","565.168421","481.17421","485.971262",""
"2025-06-12T05:00:00-03:00","","","","","","562.352631","","","","488.185186","","","","","","454.555556","","","","","","574.911412","486.342106","497.8",""
"2025-06-12T05:15:00-03:00","","","","","","554.636842","","","","486.98421","","","","","","453.236363","","","","","","571.894737","481.719577","494.747644",""
"2025-06-12T05:30:00-03:00","","","","","","552.194737","","","","485.289473","","","","","","453.371951","","","","","","606.110527","475.394737","535.935172",""
"2025-06-12T05:45:00-03:00","","","","","","550.431579","","","","480.594737","","","","","","493.006134","","","","","","641.126233","480.170499","588.557894",""
"2025-06-12T06:00:00-03:00","","","","","","556.742106","","","","494.092603","","","","","","444.537037","","","","","","628.784874","480.068421","595.618726",""
"2025-06-12T06:15:00-03:00","","","","","","550.684513","","","","488.352631","","","","","","482.592592","","","","","","630.031579","489.9","586.621052",""
"2025-06-12T06:30:00-03:00","","","","","","552.082118","","","","512.921052","","","","","","470.323171","","","","","","625.701736","476.763158","582.903269",""
"2025-06-12T06:45:00-03:00","","","","","","552.147801","","","","504.439791","","","","","","445.969136","","","","","","619.537706","475.314543","567.5",""
"2025-06-12T07:00:00-03:00","","","","","","548.926316","","","","491.697051","","","","","","439.662577","","","","","","594.739672","474.057894","544.376316",""
"2025-06-12T07:15:00-03:00","","","","","","545.647369","","","","503.489473","","","","","","437.619632","","","","","","586.542106","476.570983","542.63356",""
"2025-06-12T07:30:00-03:00","","","","","","546.615954","","","","506.442106","","","","","","407.851852","","","","","","567.736842","470.892479","525.994737",""
"2025-06-12T07:45:00-03:00","","","","","","548.908506","","","","510.65445","","","","","","414.092592","","","","","","556.393352","480.504698","511.97892",""
"2025-06-12T08:00:00-03:00","","","","","","552.136842","","","","493.792918","","","","","","422.546012","","","","","","551.654702","473.431962","500.947258",""
"2025-06-12T08:15:00-03:00","","","","","","549.296297","","","","500.685863","","","","","","452.37037","","","","","","554.121693","476.694737","499.6",""
"2025-06-12T08:30:00-03:00","","","","","","549.136842","","","","511.357894","","","","","","423.5","","","","","","557.852631","479.277341","498.908421",""
"2025-06-12T08:45:00-03:00","","","","","","547.610527","","","","491.83957","","","","","","396.895706","","","","","","557.736067","465.473684","491.01579",""
"2025-06-12T09:00:00-03:00","","","","","","468.194737","","","","501.878948","","","","","","423.123457","","","","","","553.394737","471.075779","488.494737",""
"2025-06-12T09:15:00-03:00","","","","","","465.832461","","","","499.71579","","","","","","423.82716","","","","","","553.610527","508.550134","495.221052",""
"2025-06-12T09:30:00-03:00","","","","","","462.784463","","","","503.41579","","","","","","425.503068","","","","","","549.973544","489.955527","492.148532",""
"2025-06-12T09:45:00-03:00","","","","","","477.062023","","","","487.78421","","","","","","391.037037","","","","","","548.621052","479.841034","485.38421",""
"2025-06-12T10:00:00-03:00","","","","","","486.742106","","","","483.036842","","","","","","417.822086","","","","","","546.47169","468.478948","485.736842",""
"2025-06-12T10:15:00-03:00","","","","","","468.882853","","","","520.3","","","","","","445.472392","","","","","","557.211893","479.981566","494.439153",""
"2025-06-12T10:30:00-03:00","","","","","","484.209424","","","","522.838421","","","","","","425.765432","","","","","","551.17912","462.863061","493.073684",""
"2025-06-12T10:45:00-03:00","","","","","","500.273348","","","","502.350786","","","","","","453.10625","","","","","","548.632522","468.894737","490.742493",""
"2025-06-12T11:00:00-03:00","","","","","","515.185649","","","","508.970268","","","","","","485.42236","","","","","","546.347369","471.131579","493.293193",""
"2025-06-12T11:15:00-03:00","","","","","","531.157894","","","","516.947369","","","","","","485.067901","","","","","","577.609149","477.457894","511.190477",""
"2025-06-12T11:30:00-03:00","","","","","","548.005263","","","","496.857894","","","","","","454.740741","","","","","","548.17689","477.078948","492.825397",""
"2025-06-12T11:45:00-03:00","","","","","","560.1","","","","517.41579","","","","","","453.850932","","","","","","550.736842","478.500416","489.694737",""
"2025-06-12T12:00:00-03:00","","","","","","562.69","","","","495.731579","","","","","","478.030864","","","","","","546.761773","485.61579","485.495784",""
"2025-06-12T12:15:00-03:00","","","","","","552.968421","","","","519.130167","","","","","","470.055556","","","","","","546.698747","495.343538","493.365768",""
"2025-06-12T12:30:00-03:00","","","","","","478.652466","","","","507.831579","","","","","","479.067901","","","","","","545.78836","489.980756","491.717714",""
"2025-06-12T12:45:00-03:00","","","","","","477.547369","","","","507.473684","","","","","","467.820988","","","","","","548.767196","491.68254","484.614303",""
"2025-06-12T13:00:00-03:00","","","","","","484.978948","","","","510.253789","","","","","","463.2625","","","","","","545.568421","498.373684","487.045101",""
"2025-06-12T13:15:00-03:00","","","","","","496.078948","","","","525.922794","","","","","","479.871166","","","","","","546.486772","506.433862","497.549974",""
"2025-06-12T13:30:00-03:00","","","","","","514.958529","","","","521.10582","","","","","","492.652439","","","","","","554.531579","503.110527","498.756613",""
"2025-06-12T13:45:00-03:00","","","","","","529.486693","","","","521.173684","","","","","","503.404908","","","","","","563.452631","502.412699","496.852631",""
