"Date and time","SMV340200 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340201 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340202 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340203 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340204 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340205 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340206 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340207 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340208 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340209 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340210 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340211 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340212 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340213 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340230 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340232 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340233 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340234 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340262 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","SMV340263 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","idrac-9DQGPV3 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","idrac-BDQGPV3 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","idrac-CDQGPV3 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","idrac-DDQGPV3 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)","idrac-FDQGPV3 - System Net Airflow (CFM, Avg. over last 15 min) (CFM)"
"2025-06-10T18:45:00-03:00","172.216667","172.098901","172.176796","172.283333","188.462766","179.115384","172.285714","173.126373","172.587912","172.551866","172.497238","173.406593","172","172.497207","184","178.05625","172.758242","172.535519","184.771277","173.093407","172.736263","172.355469","172.946892","172.902744","173.469613"
"2025-06-10T19:00:00-03:00","172.033149","172.105556","172.127778","172.355556","181.05291","173.283974","172.296703","173.11413","172.830601","172.364569","172.375","173.622951","172.265193","172.516667","174","173.753087","172.972528","172.786886","181.315508","173.254143","172.967391","172.77691","172.540693","172.415596","172.763737"
"2025-06-10T19:15:00-03:00","172.256983","172.15","172.072222","172.237569","179.153439","173.18696","172.233333","173.198896","172.661111","172.371278","172.519126","173.989011","172","172.32967","199","188.262196","172.42623","172.494444","179.73545","173.055249","172.945054","172.830601","172.371027","172.525902","172.73913"
"2025-06-10T19:30:00-03:00","172.016574","172.233333","172.116022","172.244444","183.761904","173.223261","172.153847","172.901639","172.563536","172.267244","172.754099","174.06044","172.18232","172.153006","178","176.662577","172.516667","172.459017","179.612903","172.694444","172.872928","172.60085","172.252543","172.714321","172.569832"
"2025-06-10T19:45:00-03:00","172.160221","172.176796","172.055556","172.463687","182.638298","173.222239","172.005587","173.114754","172.395604","172.334454","172.801104","172.994536","172.016667","172.574586","237","179.080247","172.565218","172.497268","181.502646","173.505434","173.19337","172.458283","172.370222","172.631539","173.103261"
"2025-06-10T20:00:00-03:00","172.126373","172.189944","172.172222","172.302198","182.452631","173.37778","172.519337","173.516483","172.422222","172.529329","172.906593","173.642857","172.071823","172.316667","175","186.440993","172.677778","172.302198","180","173.04918","173.050562","172.392987","172.528689","172.286089","172.945054"
"2025-06-10T20:15:00-03:00","172.0221","172.21547","172.077348","172.624309","190.507937","173.256362","172.138889","173.590164","172.736263","172.52459","172.755556","174.430108","172.061111","172.45","177","173.257669","172.655738","172.677596","182.095238","173.072222","173.483696","172.857143","172.462119","173.062759","173.442623"
"2025-06-10T20:30:00-03:00","172.104972","172.453039","172","172.712707","195.915344","179.240577","172.175824","173.403226","172.7","172.520447","172.661202","174.967914","172.116022","172.205556","189","177.506173","172.659341","172.414364","185.321052","173.071038","172.685083","173.140502","172.692317","172.800679","173.618784"
"2025-06-10T20:45:00-03:00","172.312849","172.227778","172.127778","172.252748","183.236842","179.991562","172.19337","173.469946","172.836066","172.489741","172.58011","174.456522","172.055556","172.355191","173","193.259259","172.25","172.359116","178.871658","172.447513","172.956044","172.171864","172.749367","172.37562","172.830601"
"2025-06-10T21:00:00-03:00","172.005556","172.335196","172.0221","172.28022","185.56383","179.999441","172.314917","173.32967","172.783333","172.363621","172.779006","173.693989","172.005524","172.551912","183","188.888889","172.553072","172.478022","182.835107","172.779006","172.913043","172.285877","172.529999","172.55529","172.756906"
"2025-06-10T21:15:00-03:00","172.016667","172.244444","172.224719","172.433333","184.105263","179.999934","172.263737","173.891304","172.785714","172.28227","172.40884","174.617487","172.044199","172.344444","182","193.03681","172.491712","172.513812","188.153439","173.413043","172.922652","172.502762","172.881087","172.364364","172.928962"
"2025-06-10T21:30:00-03:00","172","172.226519","172.077348","172.18232","188.095744","179.999989","172.038674","175.143617","173.231183","172.537359","172.60221","174.581522","172.088398","172.314917","174","214.41358","172.557377","173.211957","182.196809","173.016393","172.983696","172.51662","172.426879","172.232771","172.956522"
"2025-06-10T21:45:00-03:00","172","172.033149","172.099448","172.159341","185.132276","180","172.099448","176.142857","173.404371","172.864848","172.734807","174.115384","172.099448","172.444444","184","193.175","172.631284","172.653847","180.4","173.04945","173.110498","172.750457","172.623833","172.386794","173.823204"
"2025-06-10T22:00:00-03:00","172.066667","172.077778","172.171271","172.32967","180.967914","180.411111","172.122222","174.005434","172.748633","172.565177","172.577778","174.340659","172.044444","172.447513","175","174.159509","172.361111","172.61326","184.515958","173.153847","172.648351","172.46294","173.15352","172.41722","173.513812"
"2025-06-10T22:15:00-03:00","172.016667","172.149171","172.19337","172.142857","188.37037","181.002271","172.25","173.93956","172.758242","172.860336","172.519337","173.206522","172.067039","172.285714","173","193.576687","172.601093","172.422222","188.021277","173.527472","173.230769","172.691593","172.585636","172.531208","172.961749"
"2025-06-10T22:30:00-03:00","172.171271","172.171271","172.137362","172.111111","191.605263","181.000127","172.281768","173.489011","172.655738","172.495694","172.546961","174.639344","172","172.195531","184","180.490798","172.469273","172.434066","181.101063","172.895604","172.664836","172.646902","172.768441","173.044444","173.230769"
"2025-06-10T22:45:00-03:00","172.139664","172.044692","172.038889","172.338889","180.271277","181.000014","172.093922","172.966667","172.467033","172.716523","172.516483","175.027472","172.005524","172.405556","179","210.803681","172.379121","172.281768","190.331551","172.912088","172.657609","173.766919","172.910527","172.627624","173.309392"
"2025-06-10T23:00:00-03:00","172.159341","172.044199","172.105556","172.237569","180.439153","181.000002","172.211111","173.486188","172.84153","172.48958","172.790056","175.469946","172","172.544444","182","232.0625","172.4","172.637362","176.606383","173.141304","172.939891","173.222713","172.5877","172.295638","173.038461"
"2025-06-10T23:15:00-03:00","172.088889","172.353591","172.066667","172.294444","185.37234","181","172.104972","173.511111","172.661111","172.4153","172.52459","173.537634","172.01105","172.144444","176","176.32716","172.608696","172.20442","187.847369","174.016217","172.615384","173.007262","172.083966","172.384348","173.913043"
"2025-06-10T23:30:00-03:00","172.149171","172","172.104972","172.309392","195.862433","181","172.183333","173.524862","172.758242","172.614453","172.353591","173.764706","172","172.187846","174","184.95122","172.73224","172.277778","193.465609","173.032967","172.59116","173.21547","172.267091","172.22184","172.755556"
"2025-06-10T23:45:00-03:00","172.164836","172.088889","172.016667","172.196721","185.852631","181","172.121547","173.396739","173.038461","172.545611","172.85946","178.591398","172.0221","172.480663","184","213.503106","172.598901","172.126373","183.452631","172.71978","172.283333","172.972803","173.300547","172.372222","173.005494"
"2025-06-11T00:00:00-03:00","172.168539","172.258242","172.110498","172.353591","180.252631","181","172.296703","173.154697","173.011111","172.636396","173.174863","181.728723","172.072222","172.646409","190","227.018633","172.624309","172.644809","179.984042","172.80663","172.726776","173.350752","172.54837","172.684192","173.508108"
"2025-06-11T00:15:00-03:00","172.259669","172.430939","172.049723","172.622222","179.222222","180.624309","172.18232","173.570652","172.758242","172.270718","172.672131","173.745857","172.066667","173.209944","176","239.957056","172.577778","172.405556","178.708994","172.668508","172.878453","172.679023","172.736263","173.074319","173.164836"
"2025-06-11T00:30:00-03:00","172","172.209944","172.165746","172.39779","188.863158","173.082418","172.138121","173.311476","172.544943","172.256097","172.535911","172.94382","172","172.313187","209","211.841463","172.551912","172.759563","183.460318","172.5847","172.945652","172.794307","172.115414","172.985716","173.586021"
"2025-06-11T00:45:00-03:00","172.143647","172.111732","172.111111","172.270718","179.9","173.224511","172.269231","172.845303","172.630434","172.585904","172.431694","177.698924","172","172.494506","188","202.092592","172.541437","172.554946","177.569892","172.448088","172.801104","173.020848","172.171909","172.791209","172.731843"
"2025-06-11T01:00:00-03:00","172.072222","172.20442","172.192308","172.248619","182.328042","173.369161","172.088398","173.072626","173.281768","172.553923","172.618784","172.956757","172.116667","172.209944","266","189.957317","172.59116","173.831522","185.244681","173.136612","172.270718","172.950893","172.853852","172.552748","172.183333"
"2025-06-11T01:15:00-03:00","172.098901","172.134078","172.177778","172.366667","182.951871","173.239351","172.184358","173.153006","173.559782","172.334411","172.248619","172.629834","173.596774","172.172222","267","195.567901","172.467033","173.626373","180.718086","175.486631","172.563536","172.531348","172.276582","172.556104","172.554946"
"2025-06-11T01:30:00-03:00","172.0221","172.066667","172.127778","172.206704","181.143617","173.057576","172.401099","173","172.56044","172.232931","172.375691","172.404371","173.391304","172.519126","173","180.98773","172.372222","172.718232","181.069149","172.837989","172.111111","172.512609","172.366169","172.493381","173.741758"
"2025-06-11T01:45:00-03:00","172.244444","172.093922","172.160221","172.211111","184.026596","173.076262","172.361111","173.401099","172.469946","172.879608","172.417582","172.338798","172.093922","172.395604","172","175.214724","172.670391","172.885246","184.505319","172.8","172.366667","172.735956","172.143504","172.595483","172.967033"
"2025-06-11T02:00:00-03:00","172.164836","172.088889","172.183333","172.313187","181.791443","173.281477","172.225274","173.136612","172.705556","172.33822","172.442623","172.637362","172","172.281768","173","186.993789","172.655556","172.895028","182.740741","172.547486","172.241758","172.79319","172.37831","172.433622","172.624309"
"2025-06-11T02:15:00-03:00","172.187846","172.099448","172.3","172.447513","180.253968","173.097401","172.406593","172.814208","172.956044","172.437782","172.143647","172.26776","172.072626","172.427778","173","205.539878","172.403314","172.569061","182.962963","172.604396","172.441989","173.133551","172.300691","172.644881","172.868852"
"2025-06-11T02:30:00-03:00","172.087912","172.121547","172.10989","172.442623","180.197861","173.116954","172.238889","173.105556","173.044199","172.395519","172.233333","172.372222","172","172.303868","187","183.679012","172.395604","172.359116","180.269841","172.376404","172.233333","172.648154","172.276991","172.674941","172.918033"
"2025-06-11T02:45:00-03:00","172.359116","172.038889","172.071429","172.233333","178.367021","173.145428","172.121547","172.704918","173.291209","172.41989","172.571429","172.516483","172","172.283333","172","180.349693","172.379888","172.606558","178.204301","172.488889","172.226519","172.721813","172.1175","172.624299","172.469946"
"2025-06-11T03:00:00-03:00","172.159341","172.194444","172.156424","172.483517","179.689473","173.115151","172.105556","172.807692","172.668508","172.321206","172.717391","172.728261","172","172.513812","175","181.680981","172.505494","172.35","181.206349","172.41989","172.150838","172.678551","172.168611","172.303868","172.532967"
"2025-06-11T03:15:00-03:00","172.3","172.243094","172.183333","172.538889","176.058823","173.169529","172.133333","173.237569","174.027174","172.315252","172.38674","172.759563","172","172.353591","176","182.343558","172.707182","172.406593","182.670212","172.287293","172.055556","172.855377","172.231414","172.622356","172.951087"
"2025-06-11T03:30:00-03:00","172.126373","172.261111","172.016574","172.372222","179.613757","173.38471","172.105556","173.263737","172.93956","172.534401","172.43956","172.546448","172","172.284917","172","182.306749","172.453552","172.214286","180.534391","172.240437","172.227778","172.978022","172.167071","172.668637","172.464481"
"2025-06-11T03:45:00-03:00","172.144444","172.258242","172.088889","172.717514","182.206349","173.14702","172","173.516483","173.148351","172.405346","172.751351","172.469613","172","172.588889","173","178.685186","172.558659","172.276243","181.888298","172.513661","172.061111","172.791088","172.144512","172.410801","172.50838"
"2025-06-11T04:00:00-03:00","172.187846","172.288889","172.173913","172.629834","181.767196","173.101324","172.103826","172.878453","172.582418","172.542916","172.464089","172.782123","172.005524","172.472222","194","183.335366","172.508288","172.381216","179.513369","172.165746","172.06044","172.955144","172.095248","172.702219","172.85946"
"2025-06-11T04:15:00-03:00","172.148351","172.411111","172.089386","172.535519","181.106952","173.083092","172.213483","172.922222","172.631868","172.355488","172.274726","172.348067","172.038674","172.510989","176","180.08642","172.513812","172.519126","182.311828","172.375691","172.184358","172.680333","172.105499","172.485739","172.648351"
"2025-06-11T04:30:00-03:00","172.25","172.234972","172.122222","172.543956","181.510527","173.130923","172.077778","173.010929","172.505494","172.296461","172.303868","172.677778","172.016574","172.635359","196","190.822086","172.423077","172.543478","181.814814","172.20442","172.066299","172.838903","172.110244","172.843256","172.821229"
"2025-06-11T04:45:00-03:00","172.287293","172.261111","172.3","172.836066","182.899471","174.628649","172.194444","172.857923","173.178379","172.54129","172.137362","172.489011","172.038674","172.845303","179","182.944786","172.423077","172.434066","180.856383","172.309392","172.917582","172.691682","172.295254","173.03193","173.252748"
"2025-06-11T05:00:00-03:00","172.344444","172.244444","172.132597","172.266667","198.810527","175.50551","172.093922","172.923913","173.338798","172.454478","172.866667","172.869566","172","173.06044","201","199.819876","172.45055","172.581006","199.708994","172.338798","172.785714","172.947284","172.307106","172.873627","172.822222"
"2025-06-11T05:15:00-03:00","172.098901","172.417582","172.038674","172.370166","191.428571","172.828912","172.331492","172.846994","172.791209","172.280753","175.288043","172.794444","172","172.674033","269","212.164634","172.314917","172.291209","184.536842","172.762431","172.35","172.993058","172.08536","172.913157","172.593407"
"2025-06-11T05:30:00-03:00","172.186813","172.25","172.311111","172.535911","187.227513","172.8043","172.173184","173.293478","173.236263","172.358157","172.513812","173.710382","172","172.828729","193","246.639751","172.416667","172.281768","194.278074","172.435754","172.049723","172.52459","172.135032","172.771023","172.635359"
"2025-06-11T05:45:00-03:00","172.320442","172.016574","172.093922","172.216667","220.005377","172.562059","172.425414","172.80663","173.632432","172.478022","172.639344","173.120219","172.066667","172.461539","228","249.666667","172.373627","172.497268","233.731183","172.417582","172.744444","172.815868","172.302657","172.585636","172.774726"
"2025-06-11T06:00:00-03:00","172.598901","172.642857","172.313187","172.807692","222.367021","172.815554","172.216667","173.099448","174.054946","172.516242","172.414364","173.409836","172.033149","172.642857","192","248.734568","172.6","173.467033","234.8877","172.646409","172.355191","172.794563","172.320689","172.390969","172.877094"
"2025-06-11T06:15:00-03:00","172.138121","172.188889","172.227778","172.259669","214.610811","173.551457","172.116022","172.820652","172.32967","172.392464","172.622222","172.861879","172.066667","172.765028","281","213.75","172.911602","172.54945","213.005406","172.758242","172.285714","172.883487","172.402652","172.287367","173.252748"
"2025-06-11T06:30:00-03:00","172.072222","172.038889","172.255556","172.284917","193.924324","173.378532","172.337017","173.01105","172.406593","173.023984","172.675978","173.416217","172","172.773481","175","189.711657","172.516483","172.620112","189.571429","172.434066","172.288889","172.79029","172.106121","172.349718","172.879121"
"2025-06-11T06:45:00-03:00","172.088889","172.049723","172.127072","172.232044","217.121693","173.394249","172.291209","173.264864","173.296703","172.574983","172.311476","172.635359","172","172.585636","189","179.300613","172.159341","172.203297","205.148148","172.423077","172.186813","172.790678","172.184079","172.344444","173.065573"
"2025-06-11T07:00:00-03:00","172.071823","172.272222","172.1","172.155556","214.558511","173.319872","172.65","173.303868","173.218579","172.470329","172.307692","172.895604","172.066299","172.770492","269","196.682927","172.61326","172.519337","177.102702","172.522222","172.251397","172.667993","172.060773","172.3593","173.211111"
"2025-06-11T07:15:00-03:00","172.188889","172.261111","172.265193","172.093922","199.77957","173.222851","172.149171","173.055249","173.082873","172.607407","172.327778","172.447513","172.133333","172.677778","200","223.1625","172.552487","172.27933","203.589189","172.521739","172.530387","173.234461","172.098288","172.377412","172.769231"
"2025-06-11T07:30:00-03:00","172","172.305556","172.099448","172.082873","174.822581","173.170671","172.283333","172.983696","172.448088","172.60716","172.243094","172.320442","172","172.677778","271","195.920246","172.480663","172.353591","197.809523","172.491803","172.266667","172.98481","172.247981","172.433014","173.065934"
"2025-06-11T07:45:00-03:00","172.011173","172.005524","172.165746","172.19337","178.010638","173.156791","172.222222","173","173.594594","172.258734","172.211111","172.288889","172","172.60989","226","176.187879","172.561111","172.41989","175.893048","172.342541","172.309392","172.744152","172.23213","172.294986","172.98895"
"2025-06-11T08:00:00-03:00","172.287293","172.121547","172.273743","172.077348","176.934782","173.156852","172.342541","173.088398","172.254143","173.139898","172.094444","172.274726","172.077348","172.781421","213","181.691358","172.494506","172.569061","178.048649","172.486188","172.316667","172.414771","172.412688","172.394358","172.872928"
"2025-06-11T08:15:00-03:00","172.214286","172.248619","172.071823","172.318681","187.222222","173.016574","172.127072","172.988827","172.327869","172.532084","172.194444","172.364641","172.027778","172.5","244","181.896341","172.42623","172.211111","180.803191","172.437159","172.25","173.389173","172.217136","172.296548","173"
"2025-06-11T08:30:00-03:00","172.044444","172.355556","172.126373","172.172222","177.637838","173.14022","172","173.043716","172.105556","172.606213","172.480663","172.45055","172","172.337017","174","173.04908","172.127778","172.248619","179.082418","172.088398","172.066667","172.727193","172.129928","172.307692","172.694444"
"2025-06-11T08:45:00-03:00","172.071823","172.038889","172.1","172.082873","174.95055","173.310167","172.071823","172.95082","172.166667","172.699623","172.071429","172.533333","172","172.362638","173","175.030674","172.375","172.238889","174.940218","172.273743","172.154697","172.561757","172.159277","172.521978","172.383333"
"2025-06-11T09:00:00-03:00","172.111111","172.1","172.2","172.20442","177.096774","173.40612","172.258242","172.978022","172.269231","172.504394","172.177778","172.5847","172.005556","172.722826","173","190.716049","172.214286","172.456044","177.551351","172.45055","172.226519","172.741939","172.385516","172.32561","172.466292"
"2025-06-11T09:15:00-03:00","172.138889","172.116667","172.117319","172.237569","201.326203","173.460977","172.066667","172.825842","172.553072","172.335213","172.710382","172.244444","172.088889","172.205556","173","182.429448","172.381216","172.225274","177.61828","172.298342","172.033333","172.886128","172.226103","172.540569","172.917127"
"2025-06-11T09:30:00-03:00","172.381216","172.138121","172.088398","172.4","192.502646","173.287818","172.120219","173.142077","172.110498","172.812561","172.258242","172.220994","172.0221","172.47541","173","177.154321","172.422222","172.333333","182.117647","172.234637","172.240223","172.863629","172.376798","172.409911","173.54054"
"2025-06-11T09:45:00-03:00","172.261111","172.061111","172.171271","172.45","183.5291","173.345566","172.099448","173.256831","172.808743","172.54132","172.17033","172.55","172","172.392266","","184.234568","172.342541","172.635359","177.828877","172.19337","172.322222","172.579979","172.167828","172.279777","172.651933"
"2025-06-11T10:00:00-03:00","172.181319","172.381216","172.164836","172.298342","180.483871","173.243094","172.255556","173.21978","173.010989","172.685681","172.291209","172.601093","172.005556","172.38587","","227.592592","172.247191","172.453039","180.529412","172.284917","172.405556","172.529281","172.129623","172.232177","172.741758"
"2025-06-11T10:15:00-03:00","172.211111","172.555556","172.127072","172.45","217.935829","172.97566","172.016667","172.690218","172.524862","172.683672","172.216667","172.731843","172.044199","172.809782","207","239.024691","172.414364","172.294444","220.484042","172.535911","172.116667","172.559937","172.43452","172.262336","172.906078"
"2025-06-11T10:30:00-03:00","172.359116","172.5","172.192308","172.273743","199.494737","173.320699","172.077778","173.306451","172.270718","172.601701","172.209944","172.491712","172","172.295082","173","232.564417","172.255556","172.291209","194.772487","172.344444","172.174158","172.675333","172.2396","172.206704","172.989071"
"2025-06-11T10:45:00-03:00","172.138889","172.441341","172.255556","172.133333","189.571429","173.471283","172.116022","173.016574","172.611111","172.86925","172.348067","172.872928","172","172.60221","224","215.938271","172.258242","172.093922","191.015958","172.177778","172.240223","172.771831","172.361092","172.280997","172.901099"
"2025-06-11T11:00:00-03:00","172.176796","172.561111","172.133333","172.653847","196.666667","173.351059","172.198896","173.016483","172.530387","172.60217","172.653631","173.1","172.016574","172.455556","179","234.460122","172.430939","172.133333","183.696809","172.311111","172.198896","172.765434","172.217156","172.309689","172.687151"
"2025-06-11T11:15:00-03:00","172.088398","172.398877","172.480663","172.52459","175.456522","173.248069","172.055249","173.016667","172.320442","172.390102","172.605556","172.469946","172.055556","172.270718","173","231.390244","172.508288","172.441341","215.25","172.355556","172.54945","173.617487","172.045398","172.322222","172.756906"
"2025-06-11T11:30:00-03:00","172.185393","172.430168","172.198896","172.486188","218.058511","173.184669","172.153847","173.038043","172.256831","172.275661","172.36612","172.491712","172.05","172.819672","251","231.828221","172.433333","172.209944","204.425532","172.292818","172.259669","172.967333","172.162826","172.546554","172.63388"
"2025-06-11T11:45:00-03:00","172.21229","172.333333","172.241758","172.677596","209.555556","173.257509","172.033333","173.527472","172.338889","172.236791","172.316667","172.629834","172.011111","172.558011","192","193.228396","172.384616","172.066299","193.338624","172.348067","172.383333","172.790056","172.170889","172.316943","172.751381"
"2025-06-11T12:00:00-03:00","172.20442","172.382513","172.155556","172.615384","184.888298","173.319861","172.143647","173.247252","173.005524","172.329449","172.269231","172.729282","172.016574","172.538461","175","213.31875","172.554946","172.444444","181.994681","172.209944","172.198896","172.429452","172.090986","172.116022","172.737704"
"2025-06-11T12:15:00-03:00","172.1","172.375691","172.088889","172.579234","173.677596","173.154938","172.033149","172.900552","173.288043","172.312903","172.483333","172.60221","172","172.568306","191","243.061729","172.530727","172.222222","176.789189","172.577778","172.211111","172.518558","172.125761","172.211756","173.005524"
"2025-06-11T12:30:00-03:00","172.452514","172.188889","172.121547","172.327778","188.352941","172.915493","172.116667","173.092391","172.344262","172.153512","172.464089","172.666667","172","172.388889","196","252.122699","172.226519","172.322222","209.079366","172.240437","172.281768","172.765706","172.185139","172.111667","172.733333"
"2025-06-11T12:45:00-03:00","172","172.258242","172.005556","172.618784","225.994681","172.531592","172.10989","173.338798","172.320442","172.227756","172.416667","172.535911","172","172.593407","181","238.695652","172.453039","172.402234","236.13369","172.747252","172.327778","173.02854","173.331916","172.300412","172.6"
"2025-06-11T13:00:00-03:00","172.027778","172.127072","172.175824","172.39011","205.81579","172.648852","172.144444","173.784947","172.283333","172.499296","172.533333","172.472222","172","172.819672","228","204.757764","172.565934","172.651686","195.791443","172.407609","172.530054","173.039246","172.370118","172.132051","172.631868"
"2025-06-11T13:15:00-03:00","172.110498","172.187846","172.333333","172.373627","195.44385","173.190249","172.348067","173.79235","172.359116","172.378332","172.255556","172.668508","172.071823","172.344262","223","240.802469","172.508197","172.373627","195.13369","172.566667","172.283333","172.732494","172.319617","172.411257","173.120219"
"2025-06-11T13:30:00-03:00","172.016574","172.105556","172.266667","172.433333","173.681081","174.178293","172.251397","173.195652","172.692308","172.350157","172.447513","173.043956","172","172.393442","260","247.814814","172.687151","172.368132","218.668421","172.535519","172.149171","172.53443","172.468088","172.33723","172.57377"
"2025-06-11T13:45:00-03:00","172.044444","172.241758","172.066299","172.237569","190.951613","174.067442","172.181319","173.346153","172.45055","172.506159","172.595629","173.713513","172.027624","172.453039","253","255.441718","172.59116","172.232044","198.042553","172.278689","172.629834","172.4555","172.135183","172.22429","172.251367"
